file,ndvi_mean,ndvi_std,vh_mean,vv_mean,exg_mean
1034A.tif,0.640848,0.19331664,0.6179658,0.62781155,0.08565793504901961
1034B.tif,0.61098075,0.18596356,0.63981307,0.5888745,0.08196255553002452
1035A.tif,0.28438288,0.18309693,0.41367847,0.46980298,-0.015041695389093139
1035B.tif,0.3239948,0.19251536,0.44577616,0.5014063,0.013982555912990196
1036A.tif,0.7069739,0.119536154,0.5214583,0.5848355,0.07015452665441177
1036B.tif,0.6412871,0.117841534,0.5906936,0.6602235,0.06232886220894608
1037A.tif,0.7042265,0.12357146,0.49541813,0.4913813,0.05929433785232844
1037B.tif,0.78026915,0.122379765,0.46681416,0.4569803,0.05054189644607844
1038A.tif,0.73505676,0.081632234,0.4722759,0.5096083,0.1018609738817402
1038B.tif,0.76887965,0.06903977,0.47146195,0.5534372,0.14296061197916665
1039A.tif,0.55345166,0.12843864,0.21347766,0.37676477,0.006949151731004905
1039B.tif,0.4235305,0.19580834,0.124692835,0.27855095,0.011953077129289216
103A.tif,0.3635139,0.1610891,0.4709762,0.34123415,0.008323759191176474
103B.tif,0.41297597,0.146243,0.32118767,0.40215588,0.011704388786764705
1040A.tif,0.68633366,0.12754717,0.5360111,0.6025881,0.05656355315563726
1040B.tif,0.70181286,0.1461101,0.48285654,0.47083664,0.0796286190257353
1041A.tif,0.77844477,0.083947234,0.52927506,0.50979614,0.12966380399816174
1041B.tif,0.92263716,0.040987395,0.56535,0.5547032,0.13736189299938728
1042A.tif,0.17353636,0.08818203,0.059341997,0.24862072,0.009825463388480392
1042B.tif,0.15147117,0.087055236,0.058595695,0.3997883,-0.0007860370710784329
1043A.tif,0.7912279,0.11695644,0.31045067,0.3746347,0.09869408700980392
1043B.tif,0.85310334,0.1181284,0.52497834,0.48309267,0.11913679534313726
1044A.tif,0.743401,0.1407169,0.37165257,0.36575222,0.17284940831801474
1044B.tif,0.70473564,0.16977006,0.29321066,0.4270997,0.1391089345894608
1045A.tif,0.1568751,0.11988243,0.0585883,0.44062436,0.016831341911764705
1045B.tif,0.40390825,0.17963053,0.1545595,0.3911576,0.09200463388480393
1046A.tif,0.58739614,0.17403959,0.29184592,0.41874218,0.008777334175857843
1046B.tif,0.68778527,0.18350402,0.4224106,0.4050269,0.054387111289828434
1047A.tif,0.38307297,0.21871284,0.49245852,0.3720388,0.05660448261335785
1047B.tif,0.55864334,0.1676,0.5341236,0.4614131,0.10216973996629902
1048A.tif,0.7062158,0.100088455,0.73011863,0.7137132,0.10458266314338235
1048B.tif,0.7872753,0.07985368,0.7965871,0.8537364,0.10052705652573529
1049A.tif,0.751804,0.26575416,0.30574855,0.49443847,0.14381654028799018
1049B.tif,0.706576,0.24109787,0.29204404,0.47901174,0.10615665211397059
104A.tif,0.8343552,0.061364464,0.73152983,0.760873,0.1276312136182598
104B.tif,0.7954182,0.14517745,0.6837158,0.78480184,0.12928849762561276
1050A.tif,0.73120505,0.09135578,0.5372882,0.5300101,0.10467122395833334
1050B.tif,0.91977024,0.034798045,0.60317767,0.5619656,0.10738166360294119
1051A.tif,0.61381036,0.1494418,0.24193788,0.41479334,0.05363889208026961
1051B.tif,0.5942553,0.17597221,0.41078576,0.4538219,0.049529191559436275
1052A.tif,0.6651193,0.118409306,0.48684984,0.3892216,0.08871256510416667
1052B.tif,0.6319502,0.1546854,0.41592512,0.34715593,0.10268052045036764
1053A.tif,0.42802587,0.20620036,0.16417617,0.37185824,0.04776946423100491
1053B.tif,0.65256065,0.16014,0.293962,0.4353271,0.03790905522365196
1054A.tif,0.68667746,0.1406274,0.35124964,0.5183235,0.04210444431678921
1054B.tif,0.6444273,0.13623486,0.2977472,0.49013174,0.04018913717830882
1055A.tif,0.75168276,0.10879513,0.40697458,0.3931638,0.13452411726409313
1055B.tif,0.7817709,0.09854691,0.43558574,0.39758554,0.13636211320465685
1056A.tif,0.7761776,0.1457067,0.6556104,0.7729219,0.11824951171875
1056B.tif,0.8045815,0.14469239,0.5581304,0.5817607,0.12178260952818627
1057A.tif,0.77375597,0.12965076,0.5260655,0.49296477,0.11194805070465685
1057B.tif,0.7122012,0.13904323,0.5766859,0.52088636,0.07672286688112745
1058A.tif,0.5316901,0.19089022,0.4314931,0.56531453,0.008865894990808825
1058B.tif,0.65040076,0.13019957,0.3820772,0.55161905,0.004797602634803921
1059A.tif,0.78343046,0.13212988,0.4315089,0.48596674,0.07685020297181372
1059B.tif,0.664943,0.259494,0.41055986,0.41239208,0.10172382429534313
105A.tif,0.41498345,0.15146995,0.6758276,0.6254946,0.03351236979166666
105B.tif,0.6556813,0.13434885,0.40844226,0.44177106,0.1886041379442402
1060A.tif,0.56792295,0.24685943,0.49714458,0.5983254,0.1053921568627451
1060B.tif,0.59453285,0.24639985,0.52959394,0.60437757,0.09600925819546569
1061A.tif,0.6204747,0.2984186,0.37776673,0.5556371,0.10071542777267158
1061B.tif,0.6077948,0.34069452,0.3435591,0.42139006,0.10040187461703431
1062A.tif,0.6043613,0.12427181,0.3859297,0.32030874,0.028334195006127452
1062B.tif,0.7089826,0.080984585,0.4341241,0.42381698,0.020652621400122553
1063A.tif,0.38075054,0.17524761,0.42265695,0.45126987,0.036516735600490194
1063B.tif,0.42685202,0.18691854,0.4043981,0.48078346,0.04871682559742647
1064A.tif,0.50956255,0.19655901,0.3337177,0.33750373,0.0052624272365196095
1064B.tif,0.38981047,0.15099218,0.21394768,0.4189995,-0.012005016850490196
1065A.tif,0.498412,0.127964,0.5166242,0.5354866,0.0626299689797794
1065B.tif,0.5769748,0.083791226,0.61360914,0.6801423,0.052329149433210785
1066A.tif,0.65222055,0.12747224,0.42239317,0.44869217,0.1298595952052696
1066B.tif,0.60173476,0.159358,0.41178894,0.40774375,0.1223455690870098
1067A.tif,0.862699,0.091392085,0.5656803,0.5502972,0.1236160577512255
1067B.tif,0.8661001,0.082143635,0.41153234,0.45024097,0.12153942631740197
1068A.tif,0.5136862,0.2451212,0.43189448,0.4230507,0.04220569087009804
1068B.tif,0.5240978,0.22748342,0.38729823,0.5022813,0.046206246170343135
1069A.tif,0.2651291,0.18047933,0.25267273,0.41492236,0.010233800551470586
1069B.tif,0.18084118,0.12048672,0.20260458,0.40344757,0.006216729856004902
106A.tif,0.44946972,0.14241023,0.3126465,0.4813469,-0.03649758731617647
106B.tif,0.5490618,0.12573168,0.18507105,0.35191506,-0.05204072840073529
1070A.tif,0.6614427,0.12924197,0.3336525,0.41315895,0.03057669845281863
1070B.tif,0.7069712,0.16699263,0.38032717,0.38889858,0.041838522518382354
1071A.tif,0.4862819,0.16096549,0.47164732,0.49904156,0.028935211780024516
1071B.tif,0.48991847,0.15071799,0.47614166,0.46183184,0.042541025199142164
1072A.tif,0.78015673,0.10302589,0.56672525,0.56931007,0.09925106272977943
1072B.tif,0.8084599,0.097083986,0.51341504,0.5905049,0.09782427619485295
1073A.tif,0.9450481,0.044248447,0.5070105,0.48299176,0.14413871017156862
1073B.tif,0.9505805,0.03804908,0.48476344,0.5231864,0.1456475949754902
1074A.tif,0.77939546,0.18525927,0.3795467,0.4676882,0.11258257697610295
1074B.tif,0.76269865,0.17936888,0.43017483,0.4691493,0.0993228687959559
1075A.tif,0.6501162,0.14605093,0.3416522,0.46018612,0.03652774586397059
1075B.tif,0.63070786,0.17495964,0.22042453,0.4239884,0.060404938342524514
1076A.tif,0.8742849,0.06048332,0.6235471,0.6351349,0.08487309474571078
1076B.tif,0.8906608,0.046852913,0.6491076,0.68391335,0.07836842256433824
1077A.tif,0.6729065,0.05656374,0.4606287,0.59251964,0.047155761718749994
1077B.tif,0.3101511,0.1492333,0.47159547,0.41533142,0.023676614200367648
1078A.tif,0.7666105,0.12352303,0.38029942,0.46740234,0.13352409811580881
1078B.tif,0.7428586,0.14536373,0.44621688,0.4464419,0.15568464690563727
1079A.tif,0.9138109,0.108419865,0.6551863,0.80673987,0.14772853477328432
1079B.tif,0.8910262,0.12401545,0.6567876,0.63697994,0.13727237477022058
107A.tif,0.7056889,0.10716333,0.417526,0.3783995,0.07871069814644607
107B.tif,0.69588524,0.120986365,0.2544589,0.3505156,0.07669797411151962
1080A.tif,0.65123343,0.08243147,0.17225227,0.33053797,-0.021862553615196078
1080B.tif,0.7275009,0.11656111,0.26090753,0.3746897,0.03761273552389706
1081A.tif,0.8971541,0.052240767,0.8171315,0.742483,0.1289306640625
1081B.tif,0.8831091,0.05524795,0.8269225,0.67828524,0.12679443359375
1082A.tif,0.7592742,0.06723156,0.536562,0.53887105,0.10360921223958333
1082B.tif,0.78448117,0.06727381,0.57569814,0.5628928,0.10392013250612746
1083A.tif,0.42598975,0.14053567,0.41115224,0.52098715,-0.012797037760416666
1083B.tif,0.66884744,0.18116057,0.57048005,0.5896893,0.045323510263480395
1084A.tif,0.7301594,0.14836758,0.48204622,0.43075484,0.14310757506127453
1084B.tif,0.7043903,0.1582629,0.36563,0.3912583,0.14278396905637253
1085A.tif,0.43347365,0.2551005,0.42297804,0.45926377,0.059004959405637256
1085B.tif,0.3783638,0.19346802,0.49446818,0.57952034,0.04332347196691176
1086A.tif,0.60689175,0.11460835,0.23226677,0.41008744,-0.005481196384803921
1086B.tif,0.5514498,0.08874362,0.19868669,0.4035983,-0.02031106387867647
1087A.tif,0.6588809,0.19053373,0.5015472,0.525403,0.11117709290747549
1087B.tif,0.7935039,0.1206642,0.5100387,0.573182,0.11545769186580883
1088A.tif,0.5786753,0.20463546,0.66139805,0.70487547,0.06972919538909314
1088B.tif,0.5509164,0.15191638,0.49190485,0.6358329,0.028153722426470587
1089A.tif,0.32934874,0.21523905,0.48265585,0.5631703,0.09934560738357842
1089B.tif,0.3162965,0.21645811,0.3574019,0.40350926,0.10261757046568627
108A.tif,0.3169657,0.16831443,0.32083237,0.40881753,0.04729291130514705
108B.tif,0.30453232,0.14520335,0.22186516,0.2491036,0.024805644914215684
1090A.tif,0.7579052,0.12946278,0.39806795,0.4162162,0.09161664177389704
1090B.tif,0.6926885,0.10354603,0.4456753,0.57865924,0.08325267118566176
1091A.tif,0.656321,0.09432769,0.6450898,0.556862,0.02631381165747549
1091B.tif,0.64221346,0.11899071,0.67693496,0.5401309,0.041230085784313725
1092A.tif,0.53076375,0.10173623,0.48524442,0.49837947,0.12640428730085784
1092B.tif,0.7096172,0.068440214,0.5450828,0.55726576,0.11111079197303922
1093A.tif,0.4050622,0.14639036,0.56575,0.6240932,0.03214542164522059
1093B.tif,0.4735885,0.18865056,0.5017028,0.5733875,0.04857656441482843
1094A.tif,0.3692512,0.24784166,0.09188741,0.35883838,0.024361644071691183
1094B.tif,0.2438967,0.20131141,0.09437606,0.42752212,-0.007383099724264705
1095A.tif,0.6119935,0.15490927,0.43855956,0.3913991,0.058275888480392155
1095B.tif,0.55576634,0.1749947,0.4671077,0.42811823,0.05002393535539216
1096A.tif,0.7450633,0.14394711,0.3440048,0.431751,0.06831748812806372
1096B.tif,0.8092949,0.12223543,0.34478125,0.38342366,0.07355286841299019
1097A.tif,0.7348922,0.12572831,0.4663859,0.49665874,0.0606655943627451
1097B.tif,0.66829985,0.1336139,0.47576094,0.4192909,0.060895134420955885
1098A.tif,0.32555166,0.15076278,0.53242797,0.54534745,0.01888619217218137
1098B.tif,0.33523315,0.17890692,0.53504497,0.5878651,0.007851514629289215
1099A.tif,0.20750321,0.14833559,0.28833663,0.38658553,0.025169701669730392
1099B.tif,0.2696375,0.18352887,0.2727294,0.4523444,0.03013054342830882
109A.tif,0.44925556,0.17384088,0.45540518,0.45927072,0.0168667662377451
109B.tif,0.6439389,0.14933333,0.42669028,0.5845689,0.017657111672794122
10A.tif,0.8002095,0.18368836,0.38770035,0.4761425,0.06342079312193627
10B.tif,0.884217,0.11920496,0.4344753,0.50167596,0.09830465877757352
110A.tif,0.22968805,0.11288965,0.17092103,0.29967842,-0.005074774050245099
110B.tif,0.2831388,0.123235375,0.12453672,0.33958066,0.0004949831495098022
111A.tif,0.47152004,0.1939226,0.49839866,0.4787815,0.02359068627450981
111B.tif,0.49420267,0.2490053,0.48630416,0.44109446,0.02893856272977942
112A.tif,0.65582883,0.1760027,0.57073045,0.5856284,0.17202411726409314
112B.tif,0.7795274,0.09695596,0.52039725,0.634994,0.1749447093290441
113A.tif,0.72731996,0.13245967,0.41409335,0.38983247,0.16311848958333336
113B.tif,0.7629985,0.13688283,0.36849454,0.545426,0.17411247702205884
114A.tif,0.5566304,0.18500245,0.53684044,0.42953682,0.0962823606004902
114B.tif,0.45052612,0.12249379,0.64035654,0.5461979,0.0323297238817402
115A.tif,0.59530234,0.22738285,0.38705337,0.6576538,0.1482735428155637
115B.tif,0.5488397,0.19184293,0.45964998,0.44792876,0.1273068895526961
116A.tif,0.742042,0.08271502,0.61839116,0.6226028,0.10689673330269608
116B.tif,0.66786003,0.10081428,0.47679326,0.5142418,0.10654799517463237
117A.tif,0.62883806,0.18402186,0.40937805,0.49243635,0.0383877623314951
117B.tif,0.5396346,0.21338828,0.3746935,0.31183416,0.022292432598039216
118A.tif,0.40339184,0.120945886,0.31468293,0.37785614,0.03238908356311274
118B.tif,0.38158315,0.16978304,0.38816002,0.50030893,0.028066358379289218
119A.tif,0.6562414,0.13765568,0.44520295,0.5193529,0.1497213924632353
119B.tif,0.66101766,0.15833516,0.448789,0.5210718,0.15058857038909315
11A.tif,0.3777337,0.11412488,0.28823406,0.51322454,-0.02263446882659314
11B.tif,0.6507638,0.08114277,0.42191967,0.48409942,0.0027054132199754903
120A.tif,0.8098968,0.083264135,0.29405802,0.427994,0.12046329273897059
120B.tif,0.8389857,0.100446336,0.28785944,0.29801154,0.13712301815257355
121A.tif,0.71471107,0.10998497,0.54559034,0.54972196,0.08238262101715688
121B.tif,0.7242899,0.13116576,0.6074695,0.53900623,0.07886819278492649
122A.tif,0.6604913,0.2211875,0.2996384,0.45936307,0.09415019914215686
122B.tif,0.51783085,0.29909718,0.22473975,0.35762918,0.101708984375
123A.tif,0.8700403,0.12181996,0.36668664,0.49056894,0.16195331648284314
123B.tif,0.90943706,0.089070566,0.36020458,0.4833943,0.15513461243872548
124A.tif,0.6934098,0.17433569,0.45440388,0.55695117,0.1219559015012255
124B.tif,0.68947256,0.2038715,0.5453031,0.5464605,0.15452450022977943
125A.tif,0.7552086,0.113262266,0.452189,0.49318504,0.0971035826439951
125B.tif,0.76789,0.10947415,0.50158906,0.48929983,0.09711531096813725
126A.tif,0.5210184,0.21700788,0.14967653,0.18600613,0.053364832261029414
126B.tif,0.7949026,0.17684208,0.3051024,0.42920402,0.0814297545189951
127A.tif,0.36818606,0.10546876,0.24739206,0.399374,0.1124566770067402
127B.tif,0.38479716,0.119089045,0.2843834,0.258138,0.10951765471813725
128A.tif,0.43367344,0.14869855,0.34538984,0.54598725,0.018412990196078432
128B.tif,0.39163926,0.11274788,0.36420205,0.5817592,0.01704604204963235
129A.tif,0.50932693,0.15611964,0.5173172,0.49396443,0.04330599915747549
129B.tif,0.5259051,0.13272037,0.47318134,0.4935115,0.03352122587316177
12A.tif,0.76635003,0.15461661,0.41178852,0.45083338,0.09287875306372549
12B.tif,0.708038,0.1683413,0.36144084,0.6703751,0.07108537262561275
130A.tif,0.26618797,0.11796223,0.42286748,0.50424236,-0.017846200980392156
130B.tif,0.3004198,0.10493841,0.4390819,0.4597772,-0.01823299632352941
131A.tif,0.66615766,0.178097,0.6126727,0.599875,0.06021345549938725
131B.tif,0.59539956,0.1442919,0.64430106,0.6412164,0.06103324142156863
132A.tif,0.76086366,0.1430743,0.38331264,0.45563257,0.06799100988051471
132B.tif,0.6774217,0.14825724,0.46584547,0.5274688,0.04853587431066177
133A.tif,0.5787966,0.09078681,0.111592166,0.33579305,0.033954216452205886
133B.tif,0.51491153,0.17124246,0.257415,0.4311114,0.04276123046875
134A.tif,0.51127005,0.17507944,0.32370952,0.39803606,0.07202292049632353
134B.tif,0.54341686,0.18985805,0.41290677,0.28461677,0.05540675742953432
135A.tif,0.7771024,0.16331692,0.28221148,0.49374378,0.10688931334252451
135B.tif,0.7858551,0.17263998,0.28651953,0.482296,0.1144907035079657
136A.tif,0.41522554,0.14604484,0.4367329,0.51443064,0.08288310929840685
136B.tif,0.4243123,0.104355186,0.5022222,0.49828613,0.06119336894914215
137A.tif,0.8019201,0.26466683,0.56669605,0.65973663,0.12550982306985295
137B.tif,0.8254229,0.24501728,0.6035189,0.6740973,0.13415958180147058
138A.tif,0.6544051,0.109742,0.3235795,0.44501022,0.02436044730392157
138B.tif,0.6475716,0.25465944,0.32002002,0.46391606,0.08561269722732842
139A.tif,0.76939654,0.1487766,0.40915376,0.4385882,0.0651577818627451
139B.tif,0.8098103,0.14458267,0.49121737,0.48310536,0.06373697916666667
13A.tif,0.39311227,0.15193757,0.0,0.5507038,0.15233944163602942
13B.tif,0.42276508,0.17497794,0.0,0.3416406,0.2724408318014706
140A.tif,0.49782747,0.09101096,0.24527624,0.51927227,0.07788923674938726
140B.tif,0.28814784,0.13568304,0.153027,0.51616454,0.07089771943933823
141A.tif,0.6277384,0.061428785,0.015213539,0.43412772,-0.03654162837009804
141B.tif,0.57450724,0.1058498,0.014174582,0.19368461,-0.034875009574142156
142A.tif,0.53935933,0.22280928,0.5287337,0.5304024,0.0458517635569853
142B.tif,0.69655025,0.13660736,0.5406982,0.6140158,0.03918098000919118
143A.tif,0.75094604,0.15461397,0.4399874,0.48073524,0.12186087814031862
143B.tif,0.8208035,0.12766637,0.46874285,0.5180258,0.11144109987745099
144A.tif,0.46479404,0.12710191,0.57333267,0.5769848,0.06360629212622548
144B.tif,0.53142816,0.13289505,0.594187,0.6165853,0.0704812442555147
145A.tif,0.717214,0.08156824,0.5386215,0.5701492,0.11009928385416669
145B.tif,0.84377265,0.07608509,0.5808936,0.5664389,0.12118925206801473
146A.tif,0.61446965,0.12575968,0.4687398,0.50203776,0.09201301125919117
146B.tif,0.559241,0.16316564,0.37659353,0.40737265,0.08137350643382353
147A.tif,0.35394007,0.1479813,0.36012003,0.41708106,0.051915307138480395
147B.tif,0.3024165,0.13565436,0.27642736,0.33857912,0.03731162875306372
148A.tif,0.64282465,0.10544127,0.41335604,0.40907687,0.0788485657935049
148B.tif,0.3305205,0.19351661,0.34697956,0.36521268,0.014237228094362746
149A.tif,0.3799979,0.13142511,0.08302098,0.30797857,0.04233278760723039
149B.tif,0.5297285,0.11701268,0.00075276697,0.5525489,0.005439309512867647
14A.tif,0.8174908,0.17465113,0.6250605,0.66448236,0.11805419921875
14B.tif,0.77784336,0.12647468,0.6984042,0.6991982,0.10395053040747548
150A.tif,0.65977085,0.31784558,0.3642819,0.5792774,0.13290393305759807
150B.tif,0.6476762,0.31409281,0.36045223,0.56199837,0.1188399969362745
151A.tif,0.83853626,0.22193018,0.67288375,0.7803352,0.13031939338235293
151B.tif,0.8768975,0.16119787,0.7036171,0.76963663,0.13372515510110294
152A.tif,0.45354378,0.15840642,0.49086478,0.52643776,0.016822246476715687
152B.tif,0.43064567,0.16940555,0.43874857,0.40458965,0.01449884152879902
153A.tif,0.7465003,0.17099129,0.30762032,0.48918623,0.10232651654411765
153B.tif,0.7186067,0.1321421,0.43224227,0.54138505,0.07292121438419119
154A.tif,0.41492605,0.14109524,0.39884025,0.48326254,0.04630462048100491
154B.tif,0.49336287,0.14915326,0.6018724,0.5030399,0.04527324601715687
155A.tif,0.84222794,0.124349646,0.4175173,0.52391535,0.09139117072610295
155B.tif,0.8114842,0.1356063,0.5167045,0.43355972,0.09444388595281863
156A.tif,0.26430616,0.13217014,0.18519017,0.48133865,0.08069469975490196
156B.tif,0.39547428,0.11328697,0.20083,0.24717852,0.13653085746017157
157A.tif,0.69435143,0.12138173,0.55554736,0.46317965,0.09540728400735295
157B.tif,0.7578276,0.07699596,0.60187775,0.63649833,0.08402482575061275
158A.tif,0.46408102,0.14998506,0.53755385,0.51222605,0.026703479243259803
158B.tif,0.5031539,0.12655483,0.5127637,0.4355375,0.042836626838235296
159A.tif,0.5889484,0.19929837,0.2959125,0.38370797,0.08441688687193627
159B.tif,0.67285967,0.17183678,0.38200265,0.4760555,0.09132654526654412
15A.tif,0.6407312,0.11403776,0.2167286,0.4224103,-0.012530637254901958
15B.tif,0.34237742,0.19928876,0.21091732,0.46535116,-0.019804113051470586
160A.tif,0.7010822,0.11060574,0.63035256,0.68199474,0.13411745557598037
160B.tif,0.5691146,0.15558238,0.5751809,0.4919523,0.11033672257965686
161A.tif,0.40396655,0.14711615,0.36313856,0.32840136,0.07570537492340687
161B.tif,0.34284696,0.12515768,0.3764335,0.35650462,0.05882831648284313
162A.tif,0.14763,0.23657408,0.07820913,0.4290369,0.12356220320159314
162B.tif,0.5095279,0.17186134,0.14250673,0.45490146,0.05959089690563726
163A.tif,0.7567235,0.07356686,0.6269212,0.69201046,0.06427360983455882
163B.tif,0.64258695,0.10470014,0.6492186,0.57939905,0.05844726562500001
164A.tif,0.83619857,0.109471284,0.4927007,0.5208966,0.143057310814951
164B.tif,0.8890126,0.0936011,0.537011,0.5113429,0.14405756931678923
165A.tif,0.42062604,0.15660249,0.33395213,0.4596817,-0.020729453890931372
165B.tif,0.5137211,0.17579171,0.37712654,0.46612948,-0.005177456724877448
166A.tif,0.6896086,0.12544006,0.6606325,0.7346153,0.05623707490808824
166B.tif,0.6375036,0.17915918,0.7349077,0.7135395,0.05967084099264706
167A.tif,0.67736006,0.23469813,0.29138184,0.41527048,0.12288866230085785
167B.tif,0.86142457,0.17636493,0.30053663,0.42183703,0.11880170036764706
168A.tif,0.8972883,0.054148246,0.42621392,0.5349984,0.1815365062040441
168B.tif,0.89749324,0.10588853,0.38862872,0.5144771,0.17370294309129902
169A.tif,0.59914386,0.25020307,0.37478915,0.42578524,0.03499037798713235
